name,code,category,brand,model,serial,condition,quantity,ownership,location,warehouse,qr,description,notes,purchasePrice,replacementValue,currentBookValue
Adaptador Eléctrico 3 en 1,R-808,POW,,,,Good,2,owned,,,1000664,Adaptador Eléctrico 3 en 1,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 808; Carpeta Rentman: Accesorios/Accesorios Eléctricos; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Clamp Small,R-809,RIG,,,,Good,2,owned,,,1000665,Clamp Small,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 809; Carpeta Rentman: Gripería/Accesorios Gripería; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Spring Clamps (Medium),R-810,RIG,,,,Good,3,owned,,,1000666,Spring Clamps (Medium),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 810; Carpeta Rentman: Gripería/Accesorios Gripería; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Clamp Spring (Small),R-811,RIG,,,,Good,1,owned,,,1000667,Clamp Spring (Small),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 811; Carpeta Rentman: Gripería/Accesorios Gripería; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Batería Watson Pro 14.4V 160Wh (Gold Mount),R-812,BATT,,,,Good,7,owned,,,1000668,Batería Watson Pro 14.4V 160Wh (Gold Mount),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 812; Carpeta Rentman: Power/Baterías; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cargador Batería Watson Pro C-AM-4E Quad (Gold Mount),R-813,POW,,,2020110468,Good,3,owned,,,1000669,Cargador Batería Watson Pro C-AM-4E Quad (Gold Mount),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 813; Carpeta Rentman: Power/Cargadores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Cargador Batería Watson Pro C-AM-4E Quad (Gold Mount),R-813-2,POW,,,2020110490,Good,3,owned,,,1000669,Cargador Batería Watson Pro C-AM-4E Quad (Gold Mount),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 813; Carpeta Rentman: Power/Cargadores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Cargador Batería Watson Pro C-AM-4E Quad (Gold Mount),R-813-3,POW,,,2020110488,Good,3,owned,,,1000669,Cargador Batería Watson Pro C-AM-4E Quad (Gold Mount),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 813; Carpeta Rentman: Power/Cargadores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Bulto Though Built Small,R-814,CAS,,,,Good,2,owned,,08 F,1000673,Bulto Though Built Small,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 814; Carpeta Rentman: Maletas/Cases/Bultos/Bultos; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
UPS APC PRO 1500 S,R-815,POW,,,3B1812X23641,Good,1,owned,,,1000676,UPS APC PRO 1500 S,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 815; Carpeta Rentman: Power/UPS; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Rods 12”,R-816,MON,,,,Good,1,owned,,,1000678,Rods 12”,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 816; Carpeta Rentman: Monitores/Accesorios Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Teclado Apple Numeric (Blanco),R-817,HD,,,,Good,1,owned,,,1000679,Teclado Apple Numeric (Blanco),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 817; Carpeta Rentman: Hardware/Teclados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Estuche Teclado Baval,R-818,CAS,,,,Good,1,owned,,,1000680,Estuche Teclado Baval,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 818; Carpeta Rentman: Maletas/Cases/Bultos/Estuches; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Bulto Ikan Small,R-819,CAS,,,,Good,1,owned,,07 F,1000681,Bulto Ikan Small,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 819; Carpeta Rentman: Maletas/Cases/Bultos/Bultos; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Bulto Cinebag Life On Location,R-820,CAS,,,,Good,1,owned,,06 E,1000682,Bulto Cinebag Life On Location,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 820; Carpeta Rentman: Maletas/Cases/Bultos/Bultos; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Sunhood Ilocker,R-821,MON,,,,Good,1,owned,,,1000683,Sunhood Ilocker,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 821; Carpeta Rentman: Monitores/Accesorios Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Sunhood Wooden Camera,R-822,MON,,,,Good,3,owned,,,1000684,Sunhood Wooden Camera,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 822; Carpeta Rentman: Monitores/Accesorios Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Monitor Convergent Odyssey 7Q 7""",R-823,MON,,,20-01049,Good,2,owned,,,1000685,"Monitor Convergent Odyssey 7Q 7""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 823; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
"Monitor Convergent Odyssey 7Q 7""",R-823-2,MON,,,20-01776,Good,2,owned,,,1000685,"Monitor Convergent Odyssey 7Q 7""",Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 823; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Director’s Cage Wooden Camera,R-824,MON,,,,Good,2,owned,,,1000686,Director’s Cage Wooden Camera,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 824; Carpeta Rentman: Monitores/Accesorios Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: +Straps,,,
Monitor PC ViewSonic,R-825,MON,,,UML203931848,Good,1,owned,,,1000687,Monitor PC ViewSonic,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 825; Carpeta Rentman: Monitores; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Case Pelican 1560 (Black),R-826,CAS,,,,Good,1,owned,,,1000689,Case Pelican 1560 (Black),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 826; Carpeta Rentman: Maletas/Cases/Bultos/Cases; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Router Network Ruckus,R-827,ACC,,,282003003036,Good,2,owned,,,1000690,Router Network Ruckus,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 827; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router Network Ruckus,R-827-2,ACC,,,282003002974,Good,2,owned,,,1000690,Router Network Ruckus,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 827; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router Teradek Serv Pro,R-828,ACC,,,65404472,Good,2,owned,,,1000693,Router Teradek Serv Pro,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 828; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router Teradek Serv Pro,R-828-2,ACC,,,65404506,Good,2,owned,,,1000693,Router Teradek Serv Pro,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 828; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router TP-Link AC1750 Wi-Fi Extender,R-829,ACC,,,2205OU3002336,Good,1,owned,,,1000696,Router TP-Link AC1750 Wi-Fi Extender,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 829; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router Maxell Rabbit Wireless,R-831,ACC,,,200900107901633,Good,1,owned,,,1000700,Router Maxell Rabbit Wireless,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 831; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router Repeater Teradek Link,R-832,ACC,,,05002448,Good,4,owned,,,1000702,Router Repeater Teradek Link,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 832; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router Repeater Teradek Link,R-832-2,ACC,,,05002243,Good,4,owned,,,1000702,Router Repeater Teradek Link,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 832; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router Repeater Teradek Link,R-832-3,ACC,,,05002389,Good,4,owned,,,1000702,Router Repeater Teradek Link,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 832; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Router Repeater Teradek Link,R-832-4,ACC,,,05002422,Good,4,owned,,,1000702,Router Repeater Teradek Link,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 832; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Switch Netgear ProSafe GS108PE Network,R-834,ACC,,,3UJBOC5YA09A8,Good,1,owned,,,1000710,Switch Netgear ProSafe GS108PE Network,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 834; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Switch TP-Link 8Port Desktop,R-835,ACC,,,2197086020295,Good,1,owned,,,1000712,Switch TP-Link 8Port Desktop,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 835; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: +Power,,,
Power AC Ruckus Router Network,R-836,POW,,,,Good,3,owned,,,1000714,Power AC Ruckus Router Network,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 836; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Power AC Netgear ProSafe GS108PE,R-837,POW,,,,Good,1,owned,,,1000715,Power AC Netgear ProSafe GS108PE,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 837; Carpeta Rentman: Power/Alimentadores AC/Asignados; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Transmisor Teradek Bolt 1000 TX,R-840,ACC,,,0196601449,Good,2,owned,,,1000718,Transmisor Teradek Bolt 1000 TX,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 840; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Transmisor Teradek Bolt 1000 TX,R-840-2,ACC,,,0196602164,Good,2,owned,,,1000718,Transmisor Teradek Bolt 1000 TX,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 840; Carpeta Rentman: Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Gold Mount Monaural Bateria RX,R-841,ACC,,,,Good,2,owned,,,1000719,Gold Mount Monaural Bateria RX,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 841; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Ventilador AC Infinity Rack,R-843,ACC,,,G2031,Good,1,owned,,,1000721,Ventilador AC Infinity Rack,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 843; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power + Cable de Medidor de Temperatura,,,
Interface Video BlackMagic Smart Videohub 12x12,R-844,ACC,,,7604893,Good,1,owned,,,1000722,Interface Video BlackMagic Smart Videohub 12x12,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 844; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Radio 2Com Wired Talkback Main Station,R-845,SOUND,,,,Good,1,owned,,,1000723,Radio 2Com Wired Talkback Main Station,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 845; Carpeta Rentman: Accesorios/Accesorios Audio; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1,,,
Radio 2Com Wired Talkback Receiver,R-846,SOUND,,,,Good,1,owned,,,1000724,Radio 2Com Wired Talkback Receiver,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 846; Carpeta Rentman: Accesorios/Accesorios Audio; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Interface Audio Focusrite Scarlett,R-847,ACC,,,Y82Y4UT048EAB9,Good,1,owned,,,1000725,Interface Audio Focusrite Scarlett,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 847; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Interface Video AJA HD/SD SYNC Generator,R-848,ACC,,,10330601M,Good,1,owned,,,1000727,Interface Video AJA HD/SD SYNC Generator,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 848; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: +Power,,,
Interface Video AJA ioXT,R-849,ACC,,,XT008945,Good,2,owned,,,1000729,Interface Video AJA ioXT,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 849; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Interface Video AJA ioXT,R-849-2,ACC,,,XT012966,Good,2,owned,,,1000729,Interface Video AJA ioXT,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 849; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Interface Video Decimator Dmon-Quad,R-850,ACC,,,,Good,1,owned,,,1000732,Interface Video Decimator Dmon-Quad,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 850; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power,,,
Interface Video In2Core QOD+,R-851,ACC,,,61947000789,Good,1,owned,,,1000733,Interface Video In2Core QOD+,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 851; Carpeta Rentman: Capture & Playback; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 1; Nota Rentman: +Power +Bandeja,,,
Disco Duro Samsung 850 EVO 1TB,R-853,HD,,,S3PJNF0JA25912L,Good,1,owned,,,1000737,Disco Duro Samsung 850 EVO 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 853; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Disco Duro Samsung 860 EVO 1TB,R-854,HD,,,S3Z8NB1KB44055F,Good,1,owned,,,1000739,Disco Duro Samsung 860 EVO 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 854; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Disco Duro Samsung 60 PRO 1TB,R-855,HD,,,S5G8NS0R204274B,Good,2,owned,,,1000741,Disco Duro Samsung 60 PRO 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 855; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Disco Duro Samsung 60 PRO 1TB,R-855-2,HD,,,S5G8NS0N700445Y,Good,2,owned,,,1000741,Disco Duro Samsung 60 PRO 1TB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 855; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Disco Duro Convergent Design SSD Media 512 GB,R-856,HD,,,,Good,2,owned,,,1000744,Disco Duro Convergent Design SSD Media 512 GB,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 856; Carpeta Rentman: Archiving/Hardrives; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Network Cat 7 25ft,R-857,NEC,,,,Good,5,owned,,07 E,1000745,Cable Network Cat 7 25ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 857; Carpeta Rentman: Cables/Cables Network; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Network Cat 7 Tela 50ft,R-858,NEC,,,,Good,1,owned,,04 A,1000746,Cable Network Cat 7 Tela 50ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 858; Carpeta Rentman: Cables/Cables Network; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Network Cat 5E 3ft,R-859,NEC,,,,Good,2,owned,,07 E,1000747,Cable Network Cat 5E 3ft,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 859; Carpeta Rentman: Cables/Cables Network; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Cable Data Thunderbolt 2 - USB3,R-861,DAC,,,,Good,2,owned,,08 E,1000749,Cable Data Thunderbolt 2 - USB3,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 861; Carpeta Rentman: Cables/Cables Data; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Audífonos Genéricos B&R,R-862,SOUND,,,,Good,1,owned,,,1000750,Audífonos Genéricos B&R,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 862; Carpeta Rentman: Accesorios/Accesorios Audio; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Panel Pro X 16 Entradas,R-863,ACC,,,,Good,1,owned,,,1000751,Panel Pro X 16 Entradas,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 863; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: (x7) Entradas BNC (x3) Entradas HDMI (x1) Entrada USB A 3.0 (x1) Entrada USB A 2.0 (x1) Network (x1) Tapita (x1) Entrada XLR Macho (x1) Entrada XLR Mujer,,,
Panel Cepillo,R-864,ACC,,,,Good,1,owned,,,1000752,Panel Cepillo,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 864; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
Panel 16 Entradas,R-865,ACC,,,,Good,1,owned,,,1000753,Panel 16 Entradas,Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 865; Carpeta Rentman: Accesorios; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0; Nota Rentman: (x1) Entrada HDMI (x12) Entrada BNC (x3) Tapitas,,,
Antenna Replacement (L),R-866,ACC,,,,Good,4,owned,,,1000756,Antenna Replacement (L),Origen: Rentman legacy inventory 2021-10-15; Código Rentman original: 866; Carpeta Rentman: Wireless Systems/Accesorios Wireless Systems; Tipo carpeta Rentman: Equipos; Tipo item Rentman: Articulo; Tiene accesorios Rentman: 0,,,
